Outage ID,Platts Outage ID,ECPTA ID,Name,Country,Planning Status,Unit,start_date,end_date,Volume,Edited
8859,8859,258,Tula Refinery,Mexico,Unplanned,CDU,2021-09-28,2021-10-20,320,No
8860,8860,258,Tula Refinery,Mexico,Unplanned,FCU,2021-09-28,2021-10-20,79.98,No
8861,8861,258,Tula Refinery,Mexico,Unplanned,HCU,2021-09-28,2021-10-20,50,No
8862,8862,258,Tula Refinery,Mexico,Unplanned,Reformer,2021-09-28,2021-10-20,62.1,No
8756,8756,323,Novo Ufa Refinery,Russia,Planned,Coker,2021-09-28,2021-10-14,12.7,No
8482,8482,244,Pavlodar Refinery,Kazakhstan,Planned,CDU,2021-09-27,2021-10-22,120.5,No
8484,8484,244,Pavlodar Refinery,Kazakhstan,Planned,Coker,2021-09-27,2021-10-22,11.28,No
8485,8485,244,Pavlodar Refinery,Kazakhstan,Planned,Reformer,2021-09-27,2021-10-22,26,No
8775,8775,493,Rodeo Refinery,United States,Unplanned,Reformer,2021-09-27,2021-10-08,19,No
8837,8837,50,Saint John  Refinery,Canada,Planned,HCU,2021-09-24,2021-11-18,34.04,No
8770,8770,445,Sweeny Refinery,United States,Unplanned,FCU,2021-09-24,2021-11-05,30,No
8704,8704,50,Saint John  Refinery,Canada,Planned,CDU,2021-09-24,2021-11-04,142,No
8743,8743,50,Saint John  Refinery,Canada,Planned,FCU,2021-09-24,2021-11-04,70,No
8746,8746,386,Fawley Refinery,United Kingdom,Unplanned,CDU,2021-09-24,2021-09-24,70,No
8751,8751,162,Szazhalombatta Refinery,Hungary,Planned,FCU,2021-09-23,2021-10-22,24,No
8765,8765,426,Valero Corpus Christi Refinery,United States,Unplanned,FCU,2021-09-23,2021-10-09,92.02,No
8791,8791,538,Afipsky Refinery,Russia,Unplanned,CDU,2021-09-22,2021-10-10,29,No
8514,8514,540,Yoshkar Ola Refinery,Russia,Planned,CDU,2021-09-21,2021-10-05,20,No
8803,8803,437,Pascagoula Refinery,United States,Planned,HCU,2021-09-20,2021-10-29,29,No
8758,8758,330,Syzran Refinery,Russia,Planned,HCU,2021-09-20,2021-09-29,12,No
8755,8755,320,Orsk Refinery,Russia,Unplanned,HCU,2021-09-20,2021-09-21,25.92,No
8695,8695,679,Ilskaya Refinery,Russia,Planned,CDU,2021-09-19,2021-10-12,38,No
8703,8703,57,Suncor Sarnia Refinery,Canada,Planned,CDU,2021-09-19,2021-10-10,84.9,No
8752,8752,335,Omsk Refinery,Russia,Unplanned,Coker,2021-09-19,2021-09-19,12.09,No
8708,8708,441,Motiva Port Arthur Refinery,United States,Unplanned,CDU,2021-09-18,2021-09-20,85,No
8705,8705,416,Whiting Refinery,United States,Planned,Reformer,2021-09-17,2021-11-11,68.2,No
8700,8700,486,Carson Refinery,United States,Unplanned,CDU,2021-09-17,2021-09-24,265.03,No
8701,8701,496,Marathon Los Angeles Refinery,United States,Unplanned,CDU,2021-09-17,2021-09-24,104.49,No
8709,8709,496,Marathon Los Angeles Refinery,United States,Unplanned,Coker,2021-09-17,2021-09-24,39.95,No
8710,8710,496,Marathon Los Angeles Refinery,United States,Unplanned,HCU,2021-09-17,2021-09-24,31.99,No
8712,8712,496,Marathon Los Angeles Refinery,United States,Unplanned,Reformer,2021-09-17,2021-09-24,32.53,No
8713,8713,486,Carson Refinery,United States,Unplanned,Coker,2021-09-17,2021-09-24,58.5,No
8715,8715,486,Carson Refinery,United States,Unplanned,HCU,2021-09-17,2021-09-24,57.88,No
8716,8716,486,Carson Refinery,United States,Unplanned,FCU,2021-09-17,2021-09-24,97.32,No
8717,8717,486,Carson Refinery,United States,Unplanned,Reformer,2021-09-17,2021-09-24,46.8,No
8707,8707,141,Gonfreville Refinery,France,Unplanned,HCU,2021-09-17,2021-09-20,68.2,No
8913,8913,369,Ta-Lin Refinery,Taiwan,Planned,FCU,2021-09-16,2021-11-29,99,No
8625,8625,524,Kenli Refinery,China,Planned,CDU,2021-09-16,2021-10-20,60,No
8694,8694,310,Nizhny Refinery,Russia,Planned,CDU,2021-09-16,2021-09-29,88,No
8812,8812,741,Shandong Haiyue Chem Industrial Co,China,Unplanned,CDU,2021-09-16,2021-09-26,70,No
8718,8718,504,Puerto La Cruz Refinery,Venezuela,Unplanned,CDU,2021-09-16,2021-09-23,20,No
8809,8809,574,Haihua Petrochemical,China,Planned,CDU,2021-09-15,2021-10-22,48,No
8824,8824,5,Skikda Refinery,Algeria,Planned,CDU,2021-09-15,2021-10-20,169,No
8161,8161,220,Cosmo Oil Chiba Refinery,Japan,Planned,CDU,2021-09-15,2021-10-15,100,No
8666,8666,319,Ukhta Refinery,Russia,Planned,CDU,2021-09-15,2021-10-15,83.3,No
8667,8667,319,Ukhta Refinery,Russia,Planned,Reformer,2021-09-15,2021-10-15,21.1,No
8698,8698,145,Leuna Refinery,Germany,Unplanned,CDU,2021-09-15,2021-09-21,229,No
8693,8693,327,TAIF Nizhnekamsk Refinery,Russia,Planned,CDU,2021-09-14,2021-10-07,147,No
8676,8676,477,Tulsa Refinery,United States,Planned,FCU,2021-09-13,2021-11-03,24,No
8804,8804,437,Pascagoula Refinery,United States,Planned,Reformer,2021-09-13,2021-10-15,55,No
8808,8808,422,Borger Refinery,United States,Unplanned,FCU,2021-09-13,2021-10-13,58.3,No
8724,8724,335,Omsk Refinery,Russia,Unplanned,CDU,2021-09-13,2021-09-13,37.29,No
8918,8918,142,Lavera Refinery,France,Planned,HCU,2021-09-12,2021-12-31,16.1,No
8680,8680,440,Total Port Arthur Refinery,United States,Unplanned,Coker,2021-09-12,2021-11-15,50,No
8675,8675,477,Tulsa Refinery,United States,Planned,CDU,2021-09-12,2021-10-28,76,No
8748,8748,387,Immingham Refinery,United Kingdom,Unplanned,CDU,2021-09-11,2021-09-12,105,No
8610,8610,477,Tulsa Refinery,United States,Planned,CDU,2021-09-10,2021-10-31,70.3,No
8611,8611,477,Tulsa Refinery,United States,Planned,FCU,2021-09-10,2021-10-31,24,No
8726,8726,324,Ufaneftekhim Refinery,Russia,Unplanned,CDU,2021-09-10,2021-10-27,63,No
8513,8513,540,Yoshkar Ola Refinery,Russia,Planned,CDU,2021-09-10,2021-10-05,12,No
8678,8678,440,Total Port Arthur Refinery,United States,Planned,CDU,2021-09-09,2021-11-13,100,No
8679,8679,440,Total Port Arthur Refinery,United States,Unplanned,FCU,2021-09-09,2021-10-16,73.34,No
8725,8725,323,Novo Ufa Refinery,Russia,Unplanned,CDU,2021-09-09,2021-10-04,41.01,No
8672,8672,715,Fuyu Refinery,China,Planned,Coker,2021-09-09,2021-09-30,14.5,No
8681,8681,146,Schwedt Refinery,Germany,Unplanned,CDU,2021-09-08,2021-09-22,142.99,No
8682,8682,146,Schwedt Refinery,Germany,Unplanned,FCU,2021-09-08,2021-09-15,50.01,No
8683,8683,146,Schwedt Refinery,Germany,Unplanned,Reformer,2021-09-08,2021-09-15,34.04,No
8741,8741,146,Schwedt Refinery,Germany,Unplanned,CDU,2021-09-08,2021-09-14,77,No
8580,8580,330,Syzran Refinery,Russia,Unplanned,CDU,2021-09-07,2022-03-31,50,No
8702,8702,45,Suncor Edmonton Refinery,Canada,Planned,CDU,2021-09-07,2021-09-28,145.54,No
8690,8690,568,Taneco Refinery,Russia,Planned,CDU,2021-09-07,2021-09-23,155,No
8699,8699,145,Leuna Refinery,Germany,Planned,Reformer,2021-09-07,2021-09-12,22,No
8568,8568,455,Ewa Beach Refinery,United States,Planned,Reformer,2021-09-06,2021-09-16,12.84,No
8757,8757,327,TAIF Nizhnekamsk Refinery,Russia,Planned,HCU,2021-09-04,2021-10-20,70.2,No
8692,8692,606,Yaisk Refinery,Russia,Planned,CDU,2021-09-04,2021-10-03,60,No
8747,8747,214,Sarroch Refinery,Italy,Planned,CDU,2021-09-03,2021-09-30,69,No
8753,8753,331,Volgograd Refinery,Russia,Planned,Coker,2021-09-02,2021-09-28,17.69,No
8691,8691,324,Ufaneftekhim Refinery,Russia,Unplanned,CDU,2021-09-01,2021-10-27,31.01,No
8754,8754,318,Komsomolsk Refinery,Russia,Planned,Coker,2021-09-01,2021-10-26,18,No
8806,8806,397,Linden Refinery,United States,Planned,CDU,2021-09-01,2021-10-25,258.01,No
8399,8399,166,BPCL Kochi Refinery,India,Planned,Reformer,2021-09-01,2021-10-01,40.77,No
8237,8237,419,Baytown Refinery,United States,Planned,Coker,2021-09-01,2021-09-30,35,No
8473,8473,440,Total Port Arthur Refinery,United States,Planned,CDU,2021-09-01,2021-09-30,150,No
8474,8474,440,Total Port Arthur Refinery,United States,Planned,Coker,2021-09-01,2021-09-30,50,No
8688,8688,318,Komsomolsk Refinery,Russia,Planned,CDU,2021-09-01,2021-09-30,115,No
8736,8736,142,Lavera Refinery,France,Planned,FCU,2021-09-01,2021-09-30,27.88,No
8737,8737,372,PTT Map Ta Phut Refinery,Thailand,Unplanned,CDU,2021-09-01,2021-09-30,257,No
8738,8738,372,PTT Map Ta Phut Refinery,Thailand,Unplanned,FCU,2021-09-01,2021-09-30,33.3,No
8739,8739,372,PTT Map Ta Phut Refinery,Thailand,Unplanned,Reformer,2021-09-01,2021-09-30,104.33,No
8740,8740,372,PTT Map Ta Phut Refinery,Thailand,Unplanned,HCU,2021-09-01,2021-09-30,26,No
8687,8687,322,Salavat Refinery,Russia,Planned,CDU,2021-09-01,2021-09-17,124.99,No
8723,8723,21,Total Antwerp Refinery,Belgium,Planned,FCU,2021-09-01,2021-09-13,98,No
8689,8689,323,Novo Ufa Refinery,Russia,Unplanned,CDU,2021-09-01,2021-09-09,44,No
8810,8810,762,Kelida Refinery,China,Unplanned,CDU,2021-09-01,2021-09-08,44,No
8684,8684,209,Ancona Refinery,Italy,Unplanned,CDU,2021-08-31,2021-09-12,83,No
8685,8685,209,Ancona Refinery,Italy,Unplanned,Reformer,2021-08-31,2021-09-12,14.05,No
8686,8686,320,Orsk Refinery,Russia,Unplanned,CDU,2021-08-31,2021-09-03,17.01,No
8657,8657,436,Norco Refinery,United States,Unplanned,HCU,2021-08-28,2021-12-31,71.53,No
8874,8874,436,Norco Refinery,United States,Unplanned,Reformer,2021-08-28,2021-12-30,30,No
8655,8655,436,Norco Refinery,United States,Unplanned,Coker,2021-08-28,2021-12-29,21.32,No
8658,8658,438,Port Allen Refinery,United States,Unplanned,CDU,2021-08-28,2021-11-15,80.5,No
8659,8659,438,Port Allen Refinery,United States,Unplanned,FCU,2021-08-28,2021-11-15,25.01,No
7932,7932,96,Sinopec Shijiazhuang Refinery,China,Planned,CDU,2021-08-28,2021-10-30,170,No
7933,7933,96,Sinopec Shijiazhuang Refinery,China,Planned,FCU,2021-08-28,2021-10-30,95.97,No
7934,7934,96,Sinopec Shijiazhuang Refinery,China,Planned,HCU,2021-08-28,2021-10-30,53,No
7935,7935,96,Sinopec Shijiazhuang Refinery,China,Planned,Coker,2021-08-28,2021-10-30,39,No
7936,7936,96,Sinopec Shijiazhuang Refinery,China,Planned,Reformer,2021-08-28,2021-10-30,49,No
8656,8656,436,Norco Refinery,United States,Unplanned,FCU,2021-08-28,2021-10-21,103.1,No
8654,8654,436,Norco Refinery,United States,Unplanned,CDU,2021-08-28,2021-10-18,238,No
8642,8642,423,Chalmette Refinery,United States,Unplanned,Coker,2021-08-28,2021-09-23,40.01,No
8648,8648,429,Garyville Refinery,United States,Unplanned,FCU,2021-08-28,2021-09-17,134.5,No
8661,8661,434,Saint Charles Refinery,United States,Unplanned,CDU,2021-08-28,2021-09-16,215,No
8662,8662,434,Saint Charles Refinery,United States,Unplanned,Coker,2021-08-28,2021-09-16,87,No
8663,8663,434,Saint Charles Refinery,United States,Unplanned,FCU,2021-08-28,2021-09-16,104.5,No
8664,8664,434,Saint Charles Refinery,United States,Unplanned,HCU,2021-08-28,2021-09-16,101,No
8665,8665,434,Saint Charles Refinery,United States,Unplanned,Reformer,2021-08-28,2021-09-16,87.2,No
8641,8641,423,Chalmette Refinery,United States,Unplanned,CDU,2021-08-28,2021-09-13,192.98,No
8644,8644,423,Chalmette Refinery,United States,Unplanned,FCU,2021-08-28,2021-09-13,71.99,No
8645,8645,423,Chalmette Refinery,United States,Unplanned,Reformer,2021-08-28,2021-09-13,46,No
8646,8646,429,Garyville Refinery,United States,Unplanned,CDU,2021-08-28,2021-09-13,556,No
8647,8647,429,Garyville Refinery,United States,Unplanned,Coker,2021-08-28,2021-09-13,98.8,No
8649,8649,429,Garyville Refinery,United States,Unplanned,HCU,2021-08-28,2021-09-13,130,No
8650,8650,429,Garyville Refinery,United States,Unplanned,Reformer,2021-08-28,2021-09-13,120,No
8660,8660,438,Port Allen Refinery,United States,Unplanned,Reformer,2021-08-28,2021-09-10,10.5,No
8636,8636,418,Baton Rouge Refinery,United States,Unplanned,CDU,2021-08-28,2021-09-09,502.51,No
8637,8637,418,Baton Rouge Refinery,United States,Unplanned,Coker,2021-08-28,2021-09-09,113.49,No
8638,8638,418,Baton Rouge Refinery,United States,Unplanned,FCU,2021-08-28,2021-09-09,229.03,No
8639,8639,418,Baton Rouge Refinery,United States,Unplanned,HCU,2021-08-28,2021-09-09,34,No
8640,8640,418,Baton Rouge Refinery,United States,Unplanned,Reformer,2021-08-28,2021-09-09,75.47,No
8619,8619,415,PBF Toledo Refinery,United States,Unplanned,HCU,2021-08-22,2021-08-31,49.17,No
8620,8620,415,PBF Toledo Refinery,United States,Unplanned,CDU,2021-08-22,2021-08-31,169.99,No
8621,8621,415,PBF Toledo Refinery,United States,Unplanned,FCU,2021-08-22,2021-08-31,71.98,No
8622,8622,415,PBF Toledo Refinery,United States,Unplanned,Reformer,2021-08-22,2021-08-31,45.6,No
8615,8615,441,Motiva Port Arthur Refinery,United States,Unplanned,CDU,2021-08-22,2021-08-27,295,No
8614,8614,414,Cenovus Toledo Refinery,United States,Planned,CDU,2021-08-21,2021-08-27,40,No
8697,8697,163,IOCL Barauni Refinery,India,Planned,CDU,2021-08-20,2021-09-30,35,No
8613,8613,419,Baytown Refinery,United States,Planned,Coker,2021-08-19,2021-09-23,42,No
8583,8583,149,Godorf Refinery,Germany,Planned,CDU,2021-08-18,2021-10-10,143,No
8584,8584,149,Godorf Refinery,Germany,Planned,HCU,2021-08-18,2021-10-10,36,No
8585,8585,149,Godorf Refinery,Germany,Planned,Reformer,2021-08-18,2021-10-10,21,No
8677,8677,463,Commerce City Refinery,United States,Unplanned,FCU,2021-08-18,2021-09-10,9.3,No
8512,8512,313,Ryazan Refinery,Russia,Planned,CDU,2021-08-16,2021-10-10,84,No
8515,8515,327,TAIF Nizhnekamsk Refinery,Russia,Planned,CDU,2021-08-16,2021-08-31,21,No
8597,8597,410,Robinson Refinery,United States,Planned,FCU,2021-08-15,2021-10-10,50.44,No
8607,8607,173,MRPL Mangalore Refinery,India,Planned,CDU,2021-08-15,2021-09-20,60,No
8608,8608,173,MRPL Mangalore Refinery,India,Planned,Coker,2021-08-15,2021-09-20,51.41,No
8511,8511,316,Angarsk Refinery,Russia,Planned,CDU,2021-08-13,2021-10-07,88,No
8592,8592,141,Gonfreville Refinery,France,Planned,HCU,2021-08-13,2021-08-27,68.2,No
8593,8593,347,Bratislava Refinery,Slovakia,Planned,Reformer,2021-08-12,2021-08-25,18.64,No
8590,8590,453,Three Rivers Refinery,United States,Unplanned,HCU,2021-08-12,2021-08-18,30,No
8591,8591,400,Westlake Refinery,United States,Unplanned,CDU,2021-08-11,2021-08-17,65,No
8561,8561,496,Marathon Los Angeles Refinery,United States,Unplanned,HCU,2021-08-11,2021-08-14,31.99,No
8578,8578,324,Ufaneftekhim Refinery,Russia,Planned,Coker,2021-08-10,2021-09-15,8,No
8605,8605,433,Citgo Lake Charles Refinery,United States,Unplanned,CDU,2021-08-10,2021-08-21,65,No
8589,8589,336,Surgut Refinery,Russia,Unplanned,CDU,2021-08-09,2021-09-02,84,No
8570,8570,262,Salina Cruz Refinery,Mexico,Unplanned,CDU,2021-08-07,2021-11-13,165,No
8577,8577,321,Perm Refinery,Russia,Planned,Coker,2021-08-05,2021-08-20,42.07,No
8628,8628,521,Dongming Petrochemical,China,Unplanned,CDU,2021-08-05,2021-08-20,50,No
8557,8557,441,Motiva Port Arthur Refinery,United States,Unplanned,CDU,2021-08-05,2021-08-15,295,No
8562,8562,436,Norco Refinery,United States,Unplanned,FCU,2021-08-05,2021-08-12,105,No
8566,8566,420,Beaumont Refinery,United States,Unplanned,Reformer,2021-08-04,2021-08-18,80,No
8554,8554,412,Saint Paul Park Refinery,United States,Unplanned,Reformer,2021-08-04,2021-08-10,11,No
8586,8586,418,Baton Rouge Refinery,United States,Unplanned,CDU,2021-08-03,2021-08-18,120,No
8606,8606,322,Salavat Refinery,Russia,Unplanned,Reformer,2021-08-03,2021-08-17,20,No
8582,8582,418,Baton Rouge Refinery,United States,Unplanned,CDU,2021-08-03,2021-08-13,120,No
8587,8587,418,Baton Rouge Refinery,United States,Unplanned,Coker,2021-08-03,2021-08-13,32,No
8564,8564,452,Nixon Refinery,United States,Unplanned,CDU,2021-08-03,2021-08-05,15,No
8189,8189,94,Sinopec Qilu Petrochemical,China,Planned,CDU,2021-08-02,2021-09-21,80,No
8598,8598,446,Marathon Texas City (Galveston Bay) Refinery,United States,Unplanned,Reformer,2021-08-02,2021-08-04,66,No
7907,7907,77,PetroChina Huabei Refinery,China,Planned,CDU,2021-08-01,2021-11-01,100,No
7908,7908,77,PetroChina Huabei Refinery,China,Planned,FCU,2021-08-01,2021-11-01,22,No
7909,7909,77,PetroChina Huabei Refinery,China,Planned,HCU,2021-08-01,2021-11-01,27.7,No
7910,7910,77,PetroChina Huabei Refinery,China,Planned,Reformer,2021-08-01,2021-11-01,19.15,No
7899,7899,74,PetroChina Golmud Refinery,China,Planned,CDU,2021-08-01,2021-09-14,30,No
7900,7900,74,PetroChina Golmud Refinery,China,Planned,FCU,2021-08-01,2021-09-14,13,No
7901,7901,74,PetroChina Golmud Refinery,China,Planned,Reformer,2021-08-01,2021-09-14,8,No
8046,8046,97,Sinopec Shengli Refinery,China,Planned,CDU,2021-08-01,2021-09-01,40,No
6586,6586,13,YPF Plaza Huincul Refinery,Argentina,Planned,CDU,2021-08-01,2021-08-30,25,No
8555,8555,465,El Dorado (KS) Refinery,United States,Unplanned,Coker,2021-08-01,2021-08-08,19,No
8373,8373,638,Landbridge Petrochemical,China,Planned,CDU,2021-07-31,2021-12-30,70,No
8581,8581,753,Rongsheng Zhejiang Petroleum & Chemical,China,Unplanned,CDU,2021-07-30,2021-11-10,200,No
8559,8559,473,Ponca City Refinery,United States,Unplanned,Coker,2021-07-28,2021-08-09,23,No
8540,8540,213,San Nazzaro Refinery,Italy,Unplanned,CDU,2021-07-27,2021-07-27,130,No
8630,8630,592,ChemChina Bluestar Refinery,China,Planned,CDU,2021-07-26,2021-09-06,23,No
8531,8531,490,Martinez Refinery,United States,Planned,Coker,2021-07-26,2021-08-08,23,No
8539,8539,192,Isfahan Refinery,Iran,Planned,CDU,2021-07-25,2021-09-24,90,No
8600,8600,492,Richmond Refinery,United States,Unplanned,HCU,2021-07-25,2021-08-04,41.98,No
8599,8599,492,Richmond Refinery,United States,Unplanned,HCU,2021-07-25,2021-08-01,44,No
8529,8529,211,Milazzo Refinery,Italy,Unplanned,CDU,2021-07-24,2021-07-30,111,No
8553,8553,431,Valero Houston Refinery,United States,Unplanned,FCU,2021-07-24,2021-07-28,64.99,No
8541,8541,213,San Nazzaro Refinery,Italy,Unplanned,FCU,2021-07-21,2021-07-26,33.96,No
8533,8533,428,El Paso Refinery,United States,Unplanned,CDU,2021-07-21,2021-07-24,72,No
10798,10798,704,ChemChina Daqing Zhonglan Petrochemical,China,Unplanned,CDU,2021-07-20,2023-05-06,44,No
8626,8626,704,ChemChina Daqing Zhonglan Petrochemical,China,Planned,CDU,2021-07-20,2022-05-06,44,No
8629,8629,577,Jincheng Petrochemical,China,Planned,CDU,2021-07-20,2021-08-15,118,No
8556,8556,416,Whiting Refinery,United States,Unplanned,Coker,2021-07-20,2021-08-07,95,No
8530,8530,319,Ukhta Refinery,Russia,Unplanned,CDU,2021-07-20,2021-07-23,125.3,No
8572,8572,316,Angarsk Refinery,Russia,Unplanned,Coker,2021-07-19,2021-07-25,11.21,No
8524,8524,423,Chalmette Refinery,United States,Planned,Reformer,2021-07-16,2021-07-30,17.5,No
8523,8523,427,Deer Park Refinery,United States,Unplanned,HCU,2021-07-16,2021-07-22,61.6,No
8070,8070,632,Haike Ruilin Refinery,China,Planned,CDU,2021-07-15,2021-09-15,46,No
8071,8071,632,Haike Ruilin Refinery,China,Planned,FCU,2021-07-15,2021-09-15,19.19,No
8195,8195,744,Lianhe Refinery,China,Planned,CDU,2021-07-15,2021-09-10,84,No
8239,8239,227,Shikoku Refinery,Japan,Planned,CDU,2021-07-15,2021-08-09,32,No
8518,8518,410,Robinson Refinery,United States,Planned,CDU,2021-07-15,2021-07-17,245.99,No
8519,8519,410,Robinson Refinery,United States,Unplanned,Coker,2021-07-15,2021-07-17,28.1,No
8520,8520,410,Robinson Refinery,United States,Unplanned,FCU,2021-07-15,2021-07-17,50.44,No
8521,8521,410,Robinson Refinery,United States,Unplanned,HCU,2021-07-15,2021-07-17,33.1,No
8522,8522,410,Robinson Refinery,United States,Unplanned,Reformer,2021-07-15,2021-07-17,75.74,No
8525,8525,461,Catlettsburg Refinery,United States,Unplanned,CDU,2021-07-15,2021-07-16,104,No
8560,8560,446,Marathon Texas City (Galveston Bay) Refinery,United States,Unplanned,HCU,2021-07-14,2021-08-09,70,No
8500,8500,426,Valero Corpus Christi Refinery,United States,Unplanned,CDU,2021-07-14,2021-07-31,105,No
8526,8526,487,El Segundo Refinery,United States,Unplanned,FCU,2021-07-14,2021-07-17,69.98,No
8307,8307,724,Liaoning Huajin Chemical Industry Yingkou Refinery,China,Planned,CDU,2021-07-13,2021-08-26,120,No
8308,8308,724,Liaoning Huajin Chemical Industry Yingkou Refinery,China,Planned,FCU,2021-07-13,2021-08-26,18,No
8309,8309,724,Liaoning Huajin Chemical Industry Yingkou Refinery,China,Planned,HCU,2021-07-13,2021-08-26,22,No
8310,8310,724,Liaoning Huajin Chemical Industry Yingkou Refinery,China,Planned,Coker,2021-07-13,2021-08-26,18,No
8311,8311,724,Liaoning Huajin Chemical Industry Yingkou Refinery,China,Planned,Reformer,2021-07-13,2021-08-26,32,No
8488,8488,303,SAPREF Refinery,South Africa,Unplanned,CDU,2021-07-13,2021-07-31,165,No
8489,8489,303,SAPREF Refinery,South Africa,Unplanned,FCU,2021-07-13,2021-07-31,35.01,No
8490,8490,303,SAPREF Refinery,South Africa,Unplanned,Reformer,2021-07-13,2021-07-31,28.83,No
8501,8501,426,Valero Corpus Christi Refinery,United States,Unplanned,Coker,2021-07-13,2021-07-31,17,No
8492,8492,446,Marathon Texas City (Galveston Bay) Refinery,United States,Unplanned,Reformer,2021-07-13,2021-07-24,65,No
8546,8546,207,Augusta Refinery,Italy,Unplanned,FCU,2021-07-13,2021-07-14,50,No
8442,8442,336,Surgut Refinery,Russia,Planned,CDU,2021-07-11,2021-08-07,84,No
8508,8508,496,Marathon Los Angeles Refinery,United States,Unplanned,CDU,2021-07-11,2021-07-24,104.49,No
8509,8509,496,Marathon Los Angeles Refinery,United States,Unplanned,Coker,2021-07-11,2021-07-24,39.95,No
8510,8510,496,Marathon Los Angeles Refinery,United States,Unplanned,Reformer,2021-07-11,2021-07-24,15,No
8493,8493,462,Coffeyville Refinery,United States,Unplanned,FCU,2021-07-11,2021-07-14,32.1,No
8542,8542,213,San Nazzaro Refinery,Italy,Unplanned,FCU,2021-07-11,2021-07-13,33.96,No
8507,8507,424,Citgo Corpus Christi Refinery,United States,Unplanned,Coker,2021-07-10,2021-07-23,42.1,No
8503,8503,463,Commerce City Refinery,United States,Unplanned,CDU,2021-07-10,2021-07-17,39,No
8631,8631,270,Vlissingen Refinery,Netherlands,Planned,HCU,2021-07-09,2021-08-09,69,No
8548,8548,155,Bayern Oil Ingolstadt Refinery,Germany,Unplanned,FCU,2021-07-09,2021-07-12,29,No
8517,8517,310,Nizhny Refinery,Russia,Unplanned,CDU,2021-07-09,2021-07-11,40,No
8547,8547,155,Bayern Oil Ingolstadt Refinery,Germany,Unplanned,CDU,2021-07-09,2021-07-11,35,No
8502,8502,152,Gunvor Ingolstadt Refinery,Germany,Unplanned,CDU,2021-07-09,2021-07-10,34.5,No
8505,8505,424,Citgo Corpus Christi Refinery,United States,Unplanned,CDU,2021-07-08,2021-07-23,156.83,No
8481,8481,207,Augusta Refinery,Italy,Unplanned,CDU,2021-07-08,2021-07-14,112,No
8545,8545,348,Cepsa San Roque Refinery,Spain,Unplanned,FCU,2021-07-07,2021-07-12,38.99,No
8486,8486,224,Kashima (2) Refinery,Japan,Unplanned,CDU,2021-07-06,2021-07-29,168,No
8576,8576,321,Perm Refinery,Russia,Planned,Coker,2021-07-05,2021-08-21,17.7,No
8372,8372,722,Xinhai Cangzhou Refinery,China,Planned,CDU,2021-07-05,2021-08-05,100,No
8475,8475,402,Trainer Refinery,United States,Unplanned,CDU,2021-07-05,2021-07-06,92.5,No
8456,8456,305,Navodari Refinery,Romania,Unplanned,CDU,2021-07-02,2021-09-30,100,No
8457,8457,305,Navodari Refinery,Romania,Unplanned,FCU,2021-07-02,2021-09-30,24,No
8458,8458,305,Navodari Refinery,Romania,Unplanned,HCU,2021-07-02,2021-09-30,33,No
8459,8459,305,Navodari Refinery,Romania,Unplanned,Reformer,2021-07-02,2021-09-30,11.65,No
8499,8499,211,Milazzo Refinery,Italy,Unplanned,CDU,2021-07-02,2021-07-12,111,No
8571,8571,172,HPCL Mumbai Refinery,India,Planned,CDU,2021-07-01,2021-10-15,80,No
8742,8742,445,Sweeny Refinery,United States,Planned,FCU,2021-07-01,2021-09-16,30,No
8574,8574,311,Kirishi Refinery,Russia,Planned,HCU,2021-07-01,2021-08-21,60,No
8627,8627,574,Haihua Petrochemical,China,Planned,CDU,2021-07-01,2021-08-05,48,No
8443,8443,607,Novoshakhtinsk Refinery,Russia,Planned,CDU,2021-07-01,2021-07-25,52,No
8549,8549,270,Vlissingen Refinery,Netherlands,Unplanned,HCU,2021-07-01,2021-07-04,80,No
8550,8550,148,Gelsenkirchen Refinery,Germany,Unplanned,FCU,2021-07-01,2021-07-02,29.97,No
8462,8462,214,Sarroch Refinery,Italy,Unplanned,FCU,2021-06-29,2021-07-30,90.03,No
8461,8461,214,Sarroch Refinery,Italy,Unplanned,CDU,2021-06-29,2021-07-21,69,No
8491,8491,446,Marathon Texas City (Galveston Bay) Refinery,United States,Unplanned,Reformer,2021-06-29,2021-07-07,65,No
8470,8470,607,Novoshakhtinsk Refinery,Russia,Unplanned,CDU,2021-06-29,2021-07-06,47,No
8463,8463,214,Sarroch Refinery,Italy,Unplanned,Reformer,2021-06-29,2021-07-04,29.01,No
8464,8464,214,Sarroch Refinery,Italy,Unplanned,HCU,2021-06-29,2021-07-04,64.99,No
8465,8465,214,Sarroch Refinery,Italy,Unplanned,HCU,2021-06-29,2021-07-04,55,No
8460,8460,214,Sarroch Refinery,Italy,Unplanned,CDU,2021-06-29,2021-06-29,231,No
8468,8468,348,Cepsa San Roque Refinery,Spain,Unplanned,CDU,2021-06-29,2021-06-29,112.19,No
8476,8476,481,HF Sinclair Anacortes Refinery,United States,Planned,Coker,2021-06-28,2021-07-05,25.75,No
8453,8453,576,Sinochem Hongrun Petrochemical ,China,Planned,CDU,2021-06-25,2021-08-08,114,No
8477,8477,420,Beaumont Refinery,United States,Unplanned,HCU,2021-06-25,2021-06-28,60.5,No
8472,8472,463,Commerce City Refinery,United States,Unplanned,CDU,2021-06-23,2021-07-06,33.7,No
8438,8438,228,Marifu Refinery,Japan,Unplanned,CDU,2021-06-22,2021-07-05,120,No
